Lat	Lon	Time	Date	Speed
55.5875283333	37.1001183333	15:54:0.600	29/07/16	4.26
55.5875283333	37.1001150000	15:54:0.800	29/07/16	3.98
55.5875300000	37.1001116667	15:54:1.000	29/07/16	4.00
55.5875300000	37.1001083333	15:54:1.200	29/07/16	4.30
55.5875316667	37.1001050000	15:54:1.400	29/07/16	3.93
55.5875316667	37.1001016667	15:54:1.600	29/07/16	3.87
55.5875333333	37.1000983333	15:54:1.800	29/07/16	3.78
55.5875333333	37.1000950000	15:54:2.000	29/07/16	3.94
55.5875350000	37.1000916667	15:54:2.200	29/07/16	3.78
55.5875350000	37.1000900000	15:54:2.400	29/07/16	3.85
55.5875366667	37.1000866667	15:54:2.600	29/07/16	3.78
55.5875366667	37.1000833333	15:54:2.800	29/07/16	4.15
55.5875383333	37.1000800000	15:54:3.000	29/07/16	3.93
55.5875400000	37.1000766667	15:54:3.200	29/07/16	3.72
55.5875400000	37.1000733333	15:54:3.400	29/07/16	4.39
55.5875416667	37.1000700000	15:54:3.600	29/07/16	3.87
55.5875416667	37.1000666667	15:54:3.800	29/07/16	3.57
55.5875433333	37.1000650000	15:54:4.000	29/07/16	4.17
55.5875433333	37.1000616667	15:54:4.200	29/07/16	3.67
55.5875450000	37.1000583333	15:54:4.400	29/07/16	3.57
55.5875450000	37.1000550000	15:54:4.600	29/07/16	3.80
55.5875450000	37.1000516667	15:54:4.800	29/07/16	2.87
55.5875450000	37.1000500000	15:54:5.000	29/07/16	3.11
55.5875466667	37.1000466667	15:54:5.200	29/07/16	3.15
55.5875450000	37.1000450000	15:54:5.400	29/07/16	2.56
55.5875450000	37.1000450000	15:54:5.600	29/07/16	2.37
55.5875450000	37.1000433333	15:54:5.800	29/07/16	2.91
55.5875433333	37.1000416667	15:54:6.000	29/07/16	2.30
55.5875433333	37.1000416667	15:54:6.200	29/07/16	2.30
55.5875416667	37.1000416667	15:54:6.400	29/07/16	3.06
55.5875400000	37.1000400000	15:54:6.600	29/07/16	2.89
55.5875400000	37.1000400000	15:54:6.800	29/07/16	2.20
55.5875383333	37.1000416667	15:54:7.000	29/07/16	2.44
55.5875366667	37.1000433333	15:54:7.200	29/07/16	3.00
55.5875366667	37.1000450000	15:54:7.400	29/07/16	2.74
55.5875350000	37.1000483333	15:54:7.600	29/07/16	2.70
55.5875333333	37.1000500000	15:54:7.800	29/07/16	3.80
55.5875333333	37.1000516667	15:54:8.000	29/07/16	3.69
55.5875316667	37.1000550000	15:54:8.200	29/07/16	2.87
55.5875316667	37.1000583333	15:54:8.400	29/07/16	3.33
55.5875300000	37.1000616667	15:54:8.600	29/07/16	3.35
55.5875300000	37.1000633333	15:54:8.800	29/07/16	2.98
55.5875283333	37.1000666667	15:54:9.000	29/07/16	3.48
55.5875283333	37.1000683333	15:54:9.200	29/07/16	3.87
55.5875266667	37.1000716667	15:54:9.400	29/07/16	3.19
55.5875266667	37.1000750000	15:54:9.600	29/07/16	3.94
55.5875250000	37.1000783333	15:54:9.800	29/07/16	3.72
55.5875250000	37.1000816667	15:54:10.000	29/07/16	3.41
55.5875233333	37.1000850000	15:54:10.200	29/07/16	3.85
55.5875233333	37.1000866667	15:54:10.400	29/07/16	3.96
55.5875216667	37.1000900000	15:54:10.600	29/07/16	3.57
55.5875216667	37.1000933333	15:54:10.800	29/07/16	4.09
55.5875200000	37.1000950000	15:54:11.000	29/07/16	3.93
55.5875200000	37.1000966667	15:54:11.200	29/07/16	3.46
55.5875183333	37.1001000000	15:54:11.400	29/07/16	4.17
55.5875183333	37.1001016667	15:54:11.600	29/07/16	3.82
55.5875166667	37.1001050000	15:54:11.800	29/07/16	3.94
55.5875166667	37.1001083333	15:54:12.000	29/07/16	4.28
55.5875166667	37.1001116667	15:54:12.200	29/07/16	4.02
55.5875150000	37.1001150000	15:54:12.400	29/07/16	3.91
55.5875150000	37.1001166667	15:54:12.600	29/07/16	4.43
55.5875133333	37.1001200000	15:54:12.800	29/07/16	4.00
55.5875116667	37.1001216667	15:54:13.000	29/07/16	4.13
55.5875116667	37.1001250000	15:54:13.200	29/07/16	4.17
55.5875100000	37.1001283333	15:54:13.400	29/07/16	3.82
55.5875083333	37.1001300000	15:54:13.600	29/07/16	4.35
55.5875083333	37.1001350000	15:54:13.800	29/07/16	4.11
55.5875083333	37.1001383333	15:54:14.000	29/07/16	3.87
55.5875066667	37.1001416667	15:54:14.200	29/07/16	4.20
55.5875066667	37.1001450000	15:54:14.400	29/07/16	4.11
55.5875066667	37.1001483333	15:54:14.600	29/07/16	4.19
55.5875050000	37.1001500000	15:54:14.800	29/07/16	4.28
55.5875033333	37.1001533333	15:54:15.000	29/07/16	4.13
55.5875033333	37.1001566667	15:54:15.200	29/07/16	4.37
55.5875016667	37.1001600000	15:54:15.400	29/07/16	4.24
55.5875016667	37.1001633333	15:54:15.600	29/07/16	4.20
55.5875016667	37.1001666667	15:54:15.800	29/07/16	4.37
55.5875000000	37.1001700000	15:54:16.000	29/07/16	4.24
55.5874983333	37.1001716667	15:54:16.200	29/07/16	4.26
55.5874983333	37.1001750000	15:54:16.400	29/07/16	4.69
55.5874966667	37.1001783333	15:54:16.600	29/07/16	4.28
55.5874966667	37.1001800000	15:54:16.800	29/07/16	4.32
55.5874933333	37.1001800000	15:54:17.000	29/07/16	4.59
55.5874900000	37.1001816667	15:54:17.200	29/07/16	4.06
55.5874900000	37.1001816667	15:54:17.400	29/07/16	4.22
0.0000000000	0.0000000000	00:00:0.000	00/00/00	0.00
55.5874866667	37.1001833333	15:54:17.600	29/07/16	4.24
55.5874850000	37.1001850000	15:54:17.800	29/07/16	3.89
55.5874833333	37.1001883333	15:54:18.000	29/07/16	4.44
55.5874816667	37.1001916667	15:54:18.200	29/07/16	4.26
55.5874800000	37.1001950000	15:54:18.400	29/07/16	4.04
55.5874800000	37.1001966667	15:54:18.600	29/07/16	4.19
55.5874816667	37.1002000000	15:54:18.800	29/07/16	4.00
55.5874833333	37.1002033333	15:54:19.000	29/07/16	3.93
55.5874850000	37.1002066667	15:54:19.200	29/07/16	4.15
55.5874866667	37.1002100000	15:54:19.400	29/07/16	3.67
55.5874883333	37.1002133333	15:54:19.600	29/07/16	3.94
55.5874900000	37.1002183333	15:54:19.800	29/07/16	3.54
55.5874916667	37.1002216667	15:54:20.000	29/07/16	3.82
55.5874916667	37.1002250000	15:54:20.200	29/07/16	3.72
55.5874900000	37.1002283333	15:54:20.400	29/07/16	3.87
55.5874883333	37.1002316667	15:54:20.600	29/07/16	3.61
55.5874883333	37.1002333333	15:54:20.800	29/07/16	4.19
55.5874866667	37.1002366667	15:54:21.000	29/07/16	3.93
55.5874866667	37.1002383333	15:54:21.200	29/07/16	3.59
55.5874850000	37.1002400000	15:54:21.400	29/07/16	3.94
55.5874833333	37.1002433333	15:54:21.600	29/07/16	3.98
55.5874816667	37.1002450000	15:54:21.800	29/07/16	3.76
55.5874800000	37.1002483333	15:54:22.000	29/07/16	3.54
55.5874766667	37.1002500000	15:54:22.200	29/07/16	3.70
55.5874716667	37.1002500000	15:54:22.400	29/07/16	3.65
55.5874683333	37.1002500000	15:54:22.600	29/07/16	3.76
55.5874633333	37.1002516667	15:54:22.800	29/07/16	3.74
55.5874616667	37.1002550000	15:54:23.000	29/07/16	3.57
55.5874600000	37.1002566667	15:54:23.200	29/07/16	3.57
55.5874600000	37.1002600000	15:54:23.400	29/07/16	3.48
55.5874583333	37.1002633333	15:54:23.600	29/07/16	3.17
55.5874583333	37.1002666667	15:54:23.800	29/07/16	3.17
55.5874566667	37.1002700000	15:54:24.000	29/07/16	3.02
55.5874566667	37.1002716667	15:54:24.200	29/07/16	3.39
55.5874550000	37.1002750000	15:54:24.400	29/07/16	4.13
55.5874550000	37.1002783333	15:54:24.600	29/07/16	3.52
55.5874550000	37.1002816667	15:54:24.800	29/07/16	2.89
55.5874550000	37.1002850000	15:54:25.000	29/07/16	3.09
55.5874550000	37.1002883333	15:54:25.200	29/07/16	3.48
55.5874533333	37.1002933333	15:54:25.400	29/07/16	3.70
55.5874533333	37.1002966667	15:54:25.600	29/07/16	3.52
55.5874533333	37.1003000000	15:54:25.800	29/07/16	3.56
55.5874533333	37.1003033333	15:54:26.000	29/07/16	3.48
55.5874533333	37.1003066667	15:54:26.200	29/07/16	3.24
55.5874533333	37.1003116667	15:54:26.400	29/07/16	4.17
55.5874516667	37.1003150000	15:54:26.600	29/07/16	4.00
55.5874516667	37.1003200000	15:54:26.800	29/07/16	3.70
55.5874516667	37.1003233333	15:54:27.000	29/07/16	4.41
55.5874516667	37.1003283333	15:54:27.200	29/07/16	3.85
55.5874516667	37.1003316667	15:54:27.400	29/07/16	4.07
55.5874516667	37.1003350000	15:54:27.600	29/07/16	3.89
55.5874500000	37.1003383333	15:54:27.800	29/07/16	3.76
55.5874500000	37.1003416667	15:54:28.000	29/07/16	4.00
55.5874500000	37.1003466667	15:54:28.200	29/07/16	3.98
55.5874500000	37.1003500000	15:54:28.400	29/07/16	3.94
55.5874483333	37.1003533333	15:54:28.600	29/07/16	3.93
55.5874483333	37.1003566667	15:54:28.800	29/07/16	3.72
55.5874483333	37.1003616667	15:54:29.000	29/07/16	3.19
55.5874483333	37.1003633333	15:54:29.200	29/07/16	3.04
55.5874483333	37.1003666667	15:54:29.400	29/07/16	2.31
55.5874483333	37.1003683333	15:54:29.600	29/07/16	1.70
55.5874483333	37.1003700000	15:54:29.800	29/07/16	1.04
55.5874483333	37.1003716667	15:54:30.000	29/07/16	0.09
55.5874483333	37.1003700000	15:54:30.200	29/07/16	0.83
55.5874483333	37.1003683333	15:54:30.400	29/07/16	2.31
55.5874500000	37.1003666667	15:54:30.600	29/07/16	2.33
55.5874500000	37.1003650000	15:54:30.800	29/07/16	2.35
55.5874516667	37.1003633333	15:54:31.000	29/07/16	3.17
55.5874533333	37.1003600000	15:54:31.200	29/07/16	3.89
55.5874533333	37.1003566667	15:54:31.400	29/07/16	3.70
55.5874550000	37.1003550000	15:54:31.600	29/07/16	4.35
55.5874566667	37.1003516667	15:54:31.800	29/07/16	4.56
55.5874583333	37.1003483333	15:54:32.000	29/07/16	4.46
55.5874600000	37.1003450000	15:54:32.200	29/07/16	4.70
55.5874600000	37.1003400000	15:54:32.400	29/07/16	4.91
55.5874616667	37.1003366667	15:54:32.600	29/07/16	4.56
55.5874633333	37.1003333333	15:54:32.800	29/07/16	4.80
55.5874650000	37.1003300000	15:54:33.000	29/07/16	4.65
55.5874650000	37.1003266667	15:54:33.200	29/07/16	4.89
55.5874666667	37.1003233333	15:54:33.400	29/07/16	4.93
55.5874683333	37.1003200000	15:54:33.600	29/07/16	4.82
55.5874700000	37.1003166667	15:54:33.800	29/07/16	5.00
55.5874716667	37.1003133333	15:54:34.000	29/07/16	4.87
55.5874733333	37.1003100000	15:54:34.200	29/07/16	4.93
55.5874750000	37.1003066667	15:54:34.400	29/07/16	5.35
55.5874750000	37.1003033333	15:54:34.600	29/07/16	4.65
55.5874766667	37.1003000000	15:54:34.800	29/07/16	5.00
55.5874783333	37.1002966667	15:54:35.000	29/07/16	4.91
55.5874800000	37.1002916667	15:54:35.200	29/07/16	4.87
55.5874816667	37.1002883333	15:54:35.400	29/07/16	5.22
55.5874816667	37.1002850000	15:54:35.600	29/07/16	4.85
55.5874833333	37.1002800000	15:54:35.800	29/07/16	4.98
55.5874850000	37.1002766667	15:54:36.000	29/07/16	5.22
55.5874850000	37.1002733333	15:54:36.200	29/07/16	4.61
55.5874866667	37.1002683333	15:54:36.400	29/07/16	5.24
55.5874883333	37.1002650000	15:54:36.600	29/07/16	4.83
55.5874883333	37.1002616667	15:54:36.800	29/07/16	5.13
55.5874900000	37.1002583333	15:54:37.000	29/07/16	5.13
55.5874916667	37.1002533333	15:54:37.200	29/07/16	4.85
55.5874916667	37.1002500000	15:54:37.400	29/07/16	4.89
55.5874933333	37.1002466667	15:54:37.600	29/07/16	4.72
55.5874950000	37.1002433333	15:54:37.800	29/07/16	5.00
55.5874950000	37.1002383333	15:54:38.000	29/07/16	4.87
55.5874966667	37.1002350000	15:54:38.200	29/07/16	4.65
55.5874983333	37.1002316667	15:54:38.400	29/07/16	4.93
55.5875000000	37.1002283333	15:54:38.600	29/07/16	4.37
55.5875000000	37.1002250000	15:54:38.800	29/07/16	4.63
55.5875016667	37.1002216667	15:54:39.000	29/07/16	4.65
55.5875016667	37.1002183333	15:54:39.200	29/07/16	4.74
55.5875033333	37.1002133333	15:54:39.400	29/07/16	4.91
55.5875050000	37.1002100000	15:54:39.600	29/07/16	4.70
55.5875066667	37.1002066667	15:54:39.800	29/07/16	4.67
55.5875066667	37.1002033333	15:54:40.000	29/07/16	4.65
55.5875083333	37.1002000000	15:54:40.200	29/07/16	4.35
55.5875100000	37.1001966667	15:54:40.400	29/07/16	4.85
55.5875100000	37.1001933333	15:54:40.600	29/07/16	4.46
0.0000000000	0.0000000000	00:00:0.000	00/00/00	0.00
55.5875116667	37.1001900000	15:54:40.800	29/07/16	4.67
55.5875116667	37.1001850000	15:54:41.000	29/07/16	4.61
55.5875133333	37.1001816667	15:54:41.200	29/07/16	4.30
55.5875133333	37.1001783333	15:54:41.400	29/07/16	4.87
55.5875150000	37.1001750000	15:54:41.600	29/07/16	4.76
55.5875166667	37.1001716667	15:54:41.800	29/07/16	4.72
55.5875166667	37.1001683333	15:54:42.000	29/07/16	4.74
55.5875166667	37.1001633333	15:54:42.200	29/07/16	4.37
55.5875183333	37.1001600000	15:54:42.400	29/07/16	4.74
55.5875200000	37.1001566667	15:54:42.600	29/07/16	4.33
55.5875200000	37.1001533333	15:54:42.800	29/07/16	3.80
55.5875200000	37.1001500000	15:54:43.000	29/07/16	3.26
55.5875200000	37.1001483333	15:54:43.200	29/07/16	2.31
55.5875200000	37.1001466667	15:54:43.400	29/07/16	1.30
55.5875216667	37.1001466667	15:54:43.600	29/07/16	0.69
55.5875216667	37.1001483333	15:54:43.800	29/07/16	0.72
55.5875216667	37.1001500000	15:54:44.000	29/07/16	1.70
55.5875216667	37.1001516667	15:54:44.200	29/07/16	1.94
55.5875216667	37.1001550000	15:54:44.400	29/07/16	2.17
55.5875216667	37.1001566667	15:54:44.600	29/07/16	2.48
55.5875200000	37.1001600000	15:54:44.800	29/07/16	3.52
55.5875200000	37.1001633333	15:54:45.000	29/07/16	3.78
55.5875200000	37.1001683333	15:54:45.200	29/07/16	3.80
55.5875200000	37.1001716667	15:54:45.400	29/07/16	4.33
55.5875183333	37.1001750000	15:54:45.600	29/07/16	4.15
55.5875183333	37.1001800000	15:54:45.800	29/07/16	4.33
55.5875183333	37.1001833333	15:54:46.000	29/07/16	4.59
55.5875166667	37.1001866667	15:54:46.200	29/07/16	4.35
55.5875166667	37.1001916667	15:54:46.400	29/07/16	4.59
55.5875166667	37.1001950000	15:54:46.600	29/07/16	4.56
55.5875166667	37.1002000000	15:54:46.800	29/07/16	4.19
55.5875166667	37.1002033333	15:54:47.000	29/07/16	4.63
55.5875166667	37.1002066667	15:54:47.200	29/07/16	4.39
55.5875166667	37.1002116667	15:54:47.400	29/07/16	4.56
55.5875183333	37.1002166667	15:54:47.600	29/07/16	4.63
55.5875183333	37.1002200000	15:54:47.800	29/07/16	4.32
55.5875183333	37.1002250000	15:54:48.000	29/07/16	4.59
55.5875200000	37.1002300000	15:54:48.200	29/07/16	4.28
55.5875200000	37.1002350000	15:54:48.400	29/07/16	4.32
55.5875200000	37.1002400000	15:54:48.600	29/07/16	4.70
55.5875200000	37.1002433333	15:54:48.800	29/07/16	4.28
55.5875200000	37.1002483333	15:54:49.000	29/07/16	4.20
55.5875183333	37.1002516667	15:54:49.200	29/07/16	4.22
55.5875166667	37.1002550000	15:54:49.400	29/07/16	3.96
55.5875166667	37.1002583333	15:54:49.600	29/07/16	3.76
55.5875150000	37.1002616667	15:54:49.800	29/07/16	3.17
55.5875133333	37.1002633333	15:54:50.000	29/07/16	2.44
55.5875116667	37.1002633333	15:54:50.200	29/07/16	2.17
55.5875083333	37.1002616667	15:54:50.400	29/07/16	1.81
55.5875083333	37.1002600000	15:54:50.600	29/07/16	1.83
55.5875083333	37.1002566667	15:54:50.800	29/07/16	1.37
55.5875083333	37.1002533333	15:54:51.000	29/07/16	2.04
55.5875083333	37.1002500000	15:54:51.200	29/07/16	2.82
55.5875100000	37.1002466667	15:54:51.400	29/07/16	3.32
55.5875100000	37.1002450000	15:54:51.600	29/07/16	3.28
55.5875116667	37.1002416667	15:54:51.800	29/07/16	3.94
55.5875116667	37.1002383333	15:54:52.000	29/07/16	4.30
55.5875133333	37.1002366667	15:54:52.200	29/07/16	3.93
55.5875150000	37.1002333333	15:54:52.400	29/07/16	4.72
55.5875166667	37.1002316667	15:54:52.600	29/07/16	4.67
55.5875166667	37.1002283333	15:54:52.800	29/07/16	4.19
55.5875183333	37.1002250000	15:54:53.000	29/07/16	5.04
55.5875183333	37.1002200000	15:54:53.200	29/07/16	4.20
55.5875200000	37.1002183333	15:54:53.400	29/07/16	4.50
55.5875216667	37.1002150000	15:54:53.600	29/07/16	4.48
55.5875216667	37.1002116667	15:54:53.800	29/07/16	4.02
55.5875216667	37.1002083333	15:54:54.000	29/07/16	4.50
55.5875216667	37.1002050000	15:54:54.200	29/07/16	4.00
55.5875233333	37.1002016667	15:54:54.400	29/07/16	4.26
55.5875233333	37.1001983333	15:54:54.600	29/07/16	4.24
55.5875233333	37.1001966667	15:54:54.800	29/07/16	4.20
55.5875233333	37.1001916667	15:54:55.000	29/07/16	4.46
55.5875250000	37.1001883333	15:54:55.200	29/07/16	4.57
55.5875250000	37.1001850000	15:54:55.400	29/07/16	4.22
55.5875266667	37.1001816667	15:54:55.600	29/07/16	4.57
55.5875266667	37.1001783333	15:54:55.800	29/07/16	4.69
55.5875283333	37.1001750000	15:54:56.000	29/07/16	4.65
55.5875283333	37.1001700000	15:54:56.200	29/07/16	5.02
55.5875300000	37.1001666667	15:54:56.400	29/07/16	4.37
55.5875300000	37.1001633333	15:54:56.600	29/07/16	4.52
55.5875316667	37.1001600000	15:54:56.800	29/07/16	4.43
55.5875316667	37.1001566667	15:54:57.000	29/07/16	4.20
55.5875333333	37.1001516667	15:54:57.200	29/07/16	4.59
55.5875333333	37.1001483333	15:54:57.400	29/07/16	4.30
55.5875350000	37.1001450000	15:54:57.600	29/07/16	4.19
55.5875350000	37.1001416667	15:54:57.800	29/07/16	4.41
55.5875366667	37.1001383333	15:54:58.000	29/07/16	4.04
55.5875366667	37.1001350000	15:54:58.200	29/07/16	4.09
55.5875366667	37.1001316667	15:54:58.400	29/07/16	4.22
55.5875383333	37.1001300000	15:54:58.600	29/07/16	3.80
55.5875383333	37.1001266667	15:54:58.800	29/07/16	4.28
55.5875400000	37.1001233333	15:54:59.000	29/07/16	4.17
55.5875416667	37.1001200000	15:54:59.200	29/07/16	4.19
55.5875416667	37.1001166667	15:54:59.400	29/07/16	4.22
55.5875433333	37.1001150000	15:54:59.600	29/07/16	4.24
55.5875433333	37.1001116667	15:54:59.800	29/07/16	4.30
55.5875450000	37.1001083333	15:55:0.000	29/07/16	4.41
55.5875466667	37.1001033333	15:55:0.200	29/07/16	4.35
55.5875466667	37.1001000000	15:55:0.400	29/07/16	4.30
55.5875483333	37.1000966667	15:55:0.600	29/07/16	4.22
55.5875483333	37.1000933333	15:55:0.800	29/07/16	4.13
55.5875500000	37.1000900000	15:55:1.000	29/07/16	4.32
55.5875466667	37.1000866667	15:55:1.200	29/07/16	4.24
55.5875466667	37.1000816667	15:55:1.400	29/07/16	3.85
55.5875450000	37.1000783333	15:55:1.600	29/07/16	3.93
55.5875433333	37.1000750000	15:55:1.800	29/07/16	3.56
55.5875433333	37.1000716667	15:55:2.000	29/07/16	3.87
55.5875433333	37.1000683333	15:55:2.200	29/07/16	3.24
55.5875433333	37.1000650000	15:55:2.400	29/07/16	2.63
55.5875416667	37.1000633333	15:55:2.600	29/07/16	1.78
55.5875416667	37.1000616667	15:55:2.800	29/07/16	1.74
55.5875416667	37.1000616667	15:55:3.000	29/07/16	0.94
55.5875416667	37.1000616667	15:55:3.200	29/07/16	0.04
55.5875416667	37.1000616667	15:55:3.400	29/07/16	0.72
55.5875416667	37.1000616667	15:55:3.600	29/07/16	1.13
55.5875416667	37.1000633333	15:55:3.800	29/07/16	1.72
55.5875416667	37.1000650000	15:55:4.000	29/07/16	2.13
55.5875416667	37.1000666667	15:55:4.200	29/07/16	2.46
55.5875416667	37.1000683333	15:55:4.400	29/07/16	3.22
55.5875416667	37.1000700000	15:55:4.600	29/07/16	3.48
55.5875400000	37.1000733333	15:55:4.800	29/07/16	3.54
55.5875400000	37.1000766667	15:55:5.000	29/07/16	4.09
55.5875383333	37.1000783333	15:55:5.200	29/07/16	4.04
55.5875383333	37.1000816667	15:55:5.400	29/07/16	4.17
55.5875383333	37.1000850000	15:55:5.600	29/07/16	4.52
55.5875366667	37.1000883333	15:55:5.800	29/07/16	4.43
55.5875366667	37.1000916667	15:55:6.000	29/07/16	4.06
55.5875366667	37.1000966667	15:55:6.200	29/07/16	4.20
55.5875366667	37.1001000000	15:55:6.400	29/07/16	3.46
55.5875366667	37.1001033333	15:55:6.600	29/07/16	4.04
55.5875366667	37.1001066667	15:55:6.800	29/07/16	3.98
55.5875366667	37.1001100000	15:55:7.000	29/07/16	3.63
55.5875383333	37.1001133333	15:55:7.200	29/07/16	3.46
55.5875366667	37.1001166667	15:55:7.400	29/07/16	4.50
55.5875366667	37.1001200000	15:55:7.600	29/07/16	4.00
55.5875366667	37.1001233333	15:55:7.800	29/07/16	4.07
55.5875366667	37.1001283333	15:55:8.000	29/07/16	4.52
55.5875366667	37.1001316667	15:55:8.200	29/07/16	4.35
55.5875366667	37.1001366667	15:55:8.400	29/07/16	4.89
55.5875366667	37.1001400000	15:55:8.600	29/07/16	4.32
55.5875366667	37.1001450000	15:55:8.800	29/07/16	4.43
55.5875366667	37.1001483333	15:55:9.000	29/07/16	4.44
55.5875350000	37.1001533333	15:55:9.200	29/07/16	4.82
55.5875350000	37.1001566667	15:55:9.400	29/07/16	4.93
55.5875350000	37.1001616667	15:55:9.600	29/07/16	4.65
55.5875350000	37.1001650000	15:55:9.800	29/07/16	4.63
55.5875333333	37.1001683333	15:55:10.000	29/07/16	4.82
55.5875333333	37.1001733333	15:55:10.200	29/07/16	4.74
55.5875316667	37.1001766667	15:55:10.400	29/07/16	5.11
55.5875316667	37.1001816667	15:55:10.600	29/07/16	4.69
55.5875316667	37.1001850000	15:55:10.800	29/07/16	4.65
55.5875316667	37.1001883333	15:55:11.000	29/07/16	4.94
55.5875300000	37.1001916667	15:55:11.200	29/07/16	4.57
55.5875283333	37.1001950000	15:55:11.400	29/07/16	5.09
55.5875283333	37.1001983333	15:55:11.600	29/07/16	4.56
55.5875283333	37.1002016667	15:55:11.800	29/07/16	4.59
55.5875266667	37.1002050000	15:55:12.000	29/07/16	5.07
55.5875250000	37.1002083333	15:55:12.200	29/07/16	4.96
55.5875250000	37.1002116667	15:55:12.400	29/07/16	4.94
55.5875233333	37.1002150000	15:55:12.600	29/07/16	4.78
55.5875233333	37.1002183333	15:55:12.800	29/07/16	4.59
55.5875250000	37.1002233333	15:55:13.000	29/07/16	4.70
55.5875250000	37.1002266667	15:55:13.200	29/07/16	4.67
55.5875250000	37.1002300000	15:55:13.400	29/07/16	4.69
55.5875250000	37.1002350000	15:55:13.600	29/07/16	4.63
55.5875250000	37.1002383333	15:55:13.800	29/07/16	4.74
55.5875250000	37.1002416667	15:55:14.000	29/07/16	4.63
55.5875250000	37.1002466667	15:55:14.200	29/07/16	4.65
55.5875233333	37.1002500000	15:55:14.400	29/07/16	4.61
55.5875233333	37.1002533333	15:55:14.600	29/07/16	4.80
55.5875233333	37.1002566667	15:55:14.800	29/07/16	4.72
55.5875233333	37.1002600000	15:55:15.000	29/07/16	4.85
55.5875216667	37.1002616667	15:55:15.200	29/07/16	4.82
55.5875216667	37.1002666667	15:55:15.400	29/07/16	4.63
55.5875216667	37.1002700000	15:55:15.600	29/07/16	4.93
55.5875200000	37.1002750000	15:55:15.800	29/07/16	4.87
55.5875166667	37.1002750000	15:55:16.000	29/07/16	4.52
55.5875116667	37.1002716667	15:55:16.200	29/07/16	4.72
55.5875083333	37.1002700000	15:55:16.400	29/07/16	4.61
55.5875066667	37.1002750000	15:55:16.600	29/07/16	4.83
55.5875033333	37.1002766667	15:55:16.800	29/07/16	4.69
55.5875033333	37.1002816667	15:55:17.000	29/07/16	4.56
55.5875016667	37.1002850000	15:55:17.200	29/07/16	4.96
55.5875000000	37.1002900000	15:55:17.400	29/07/16	4.72
55.5874983333	37.1002933333	15:55:17.600	29/07/16	4.74
55.5874983333	37.1002983333	15:55:17.800	29/07/16	4.67
55.5874966667	37.1003033333	15:55:18.000	29/07/16	4.61
55.5874966667	37.1003066667	15:55:18.200	29/07/16	4.89
55.5874950000	37.1003133333	15:55:18.400	29/07/16	4.96
55.5874933333	37.1003166667	15:55:18.600	29/07/16	4.74
55.5874933333	37.1003200000	15:55:18.800	29/07/16	4.61
55.5874916667	37.1003266667	15:55:19.000	29/07/16	4.94
55.5874916667	37.1003316667	15:55:19.200	29/07/16	4.43
55.5874916667	37.1003350000	15:55:19.400	29/07/16	4.76
55.5874900000	37.1003383333	15:55:19.600	29/07/16	4.61
55.5874900000	37.1003433333	15:55:19.800	29/07/16	4.56
55.5874883333	37.1003466667	15:55:20.000	29/07/16	4.67
55.5874883333	37.1003516667	15:55:20.200	29/07/16	4.41
55.5874866667	37.1003550000	15:55:20.400	29/07/16	4.74
55.5874833333	37.1003566667	15:55:20.600	29/07/16	4.50
55.5874816667	37.1003583333	15:55:20.800	29/07/16	4.56
55.5874800000	37.1003616667	15:55:21.000	29/07/16	4.57
55.5874783333	37.1003633333	15:55:21.200	29/07/16	4.65
55.5874750000	37.1003666667	15:55:21.400	29/07/16	4.44
55.5874750000	37.1003700000	15:55:21.600	29/07/16	4.59
55.5874733333	37.1003733333	15:55:21.800	29/07/16	4.24
55.5874733333	37.1003766667	15:55:22.000	29/07/16	4.56
55.5874716667	37.1003800000	15:55:22.200	29/07/16	4.41
55.5874716667	37.1003850000	15:55:22.400	29/07/16	4.52
55.5874700000	37.1003883333	15:55:22.600	29/07/16	4.54
55.5874700000	37.1003933333	15:55:22.800	29/07/16	4.57
55.5874683333	37.1003983333	15:55:23.000	29/07/16	4.65
55.5874683333	37.1004016667	15:55:23.200	29/07/16	4.65
55.5874683333	37.1004050000	15:55:23.400	29/07/16	4.13
55.5874666667	37.1004100000	15:55:23.600	29/07/16	4.67
55.5874666667	37.1004133333	15:55:23.800	29/07/16	4.33
55.5874666667	37.1004183333	15:55:24.000	29/07/16	4.30
55.5874666667	37.1004216667	15:55:24.200	29/07/16	4.48
55.5874666667	37.1004266667	15:55:24.400	29/07/16	4.09
55.5874666667	37.1004300000	15:55:24.600	29/07/16	4.15
55.5874666667	37.1004350000	15:55:24.800	29/07/16	4.26
55.5874650000	37.1004383333	15:55:25.000	29/07/16	3.56
55.5874650000	37.1004416667	15:55:25.200	29/07/16	3.72
55.5874650000	37.1004450000	15:55:25.400	29/07/16	4.06
55.5874650000	37.1004500000	15:55:25.600	29/07/16	4.19
55.5874650000	37.1004533333	15:55:25.800	29/07/16	4.17
55.5874650000	37.1004583333	15:55:26.000	29/07/16	4.69
55.5874633333	37.1004616667	15:55:26.200	29/07/16	4.17
55.5874633333	37.1004666667	15:55:26.400	29/07/16	3.98
55.5874633333	37.1004700000	15:55:26.600	29/07/16	4.06
55.5874633333	37.1004733333	15:55:26.800	29/07/16	3.54
55.5874616667	37.1004766667	15:55:27.000	29/07/16	3.35
55.5874616667	37.1004783333	15:55:27.200	29/07/16	2.76
